Indicator,Country,Time,Value
"Youth literacy rate, population 15-24 years, female (%)",World,2011,86.93
"Youth literacy rate, population 15-24 years, female (%)",World,2012,86.93
"Adult literacy rate, population 15+ years, female (%)",Venezuela (Bolivarian Republic of),2001,92.72
"Adult literacy rate, population 15+ years, female (%)",Venezuela (Bolivarian Republic of),2007,94.93
"Adult literacy rate, population 15+ years, female (%)",Venezuela (Bolivarian Republic of),2009,95.35
"Adult literacy rate, population 15+ years, female (%)",Venezuela (Bolivarian Republic of),2015,96.23
"Adult literacy rate, population 15+ years, male (%)",Indonesia,2004,94.04
"Adult literacy rate, population 15+ years, male (%)",Indonesia,2006,95.16
"Adult literacy rate, population 15+ years, male (%)",Indonesia,2008,95.38
"Adult literacy rate, population 15+ years, male (%)",Indonesia,2009,95.65
"Adult literacy rate, population 15+ years, male (%)",Indonesia,2011,95.59
"Adult literacy rate, population 15+ years, male (%)",Indonesia,2015,96.26
"Youth literacy rate, population 15-24 years, both sexes (%)",Palau,2013,99.81
"Youth literacy rate, population 15-24 years, both sexes (%)",Palau,2015,99.81
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Comoros,2000,0.92
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Comoros,2012,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Comoros,2015,1.02
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,1999,99.25
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2000,99.25
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2001,99.25
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2002,99.25
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2003,99.25
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2004,99.25
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2005,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2006,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2007,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2008,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2009,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2010,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2011,99.61
"Youth literacy rate, population 15-24 years, male (%)",Central and Eastern Europe,2012,99.61
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,1999,46.82
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2000,46.82
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2001,46.82
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2002,46.82
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2003,46.82
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2004,46.82
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2005,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2006,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2007,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2008,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2009,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2010,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2011,51.90
"Adult literacy rate, population 15+ years, female (%)",Southern Asia,2012,51.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,1999,83.48
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2000,83.48
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2001,83.48
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2002,83.48
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2003,83.48
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2004,83.48
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2005,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2006,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2007,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2008,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2009,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2010,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2011,85.90
"Adult literacy rate, population 15+ years, male (%)",Developing countries,2012,85.90
"Youth literacy rate, population 15-24 years, both sexes (%)",Central African Republic,2000,60.81
"Youth literacy rate, population 15-24 years, both sexes (%)",Central African Republic,2010,36.36
"Youth literacy rate, population 15-24 years, both sexes (%)",Central African Republic,2015,36.36
"Adult literacy rate, population 15+ years, both sexes (%)",Saudi Arabia,2000,79.35
"Adult literacy rate, population 15+ years, both sexes (%)",Saudi Arabia,2004,82.86
"Adult literacy rate, population 15+ years, both sexes (%)",Saudi Arabia,2013,94.43
"Adult literacy rate, population 15+ years, both sexes (%)",Saudi Arabia,2015,94.65
"Youth literacy rate, population 15-24 years, female (%)","China, Macao Special Administrative Region",2001,99.81
"Youth literacy rate, population 15-24 years, female (%)","China, Macao Special Administrative Region",2006,99.70
"Youth literacy rate, population 15-24 years, female (%)","China, Macao Special Administrative Region",2011,99.69
"Youth literacy rate, population 15-24 years, female (%)","China, Macao Special Administrative Region",2015,99.65
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,1999,98.76
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2000,98.76
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2001,98.76
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2002,98.76
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2003,98.76
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2004,98.76
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2005,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2006,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2007,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2008,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2009,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2010,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2011,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2012,99.41
"Adult literacy rate, population 15+ years, female (%)",Countries in transition,2015,99.50
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2001,90.98
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2007,84.19
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2009,84.21
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2010,91.85
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2011,91.59
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2013,93.29
"Adult literacy rate, population 15+ years, both sexes (%)",Ecuador,2015,94.46
"Adult literacy rate, population 15+ years, male (%)",R_union,2004,84.47
"Adult literacy rate, population 15+ years, male (%)",R_union,2012,92.29
"Adult literacy rate, population 15+ years, male (%)",R_union,2015,93.23
"Adult literacy rate, population 15+ years, male (%)",The former Yugoslav Republic of Macedonia,2002,98.21
"Adult literacy rate, population 15+ years, male (%)",The former Yugoslav Republic of Macedonia,2012,98.74
"Adult literacy rate, population 15+ years, male (%)",The former Yugoslav Republic of Macedonia,2015,98.83
"Youth literacy rate, population 15-24 years, female (%)",Burundi,2000,70.37
"Youth literacy rate, population 15-24 years, female (%)",Burundi,2008,88.11
"Youth literacy rate, population 15-24 years, female (%)",Burundi,2015,87.82
"Adult literacy rate, population 15+ years, female (%)",Oceania,1999,62.30
"Adult literacy rate, population 15+ years, female (%)",Oceania,2000,62.30
"Adult literacy rate, population 15+ years, female (%)",Oceania,2001,62.30
"Adult literacy rate, population 15+ years, female (%)",Oceania,2002,62.30
"Adult literacy rate, population 15+ years, female (%)",Oceania,2003,62.30
"Adult literacy rate, population 15+ years, female (%)",Oceania,2004,62.30
"Adult literacy rate, population 15+ years, female (%)",Oceania,2005,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2006,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2007,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2008,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2009,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2010,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2011,68.52
"Adult literacy rate, population 15+ years, female (%)",Oceania,2012,68.52
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Trinidad and Tobago,2004,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Trinidad and Tobago,2012,1.00
"Youth literacy rate, population 15-24 years, gender parity index (GPI)",Trinidad and Tobago,2015,1.00
"Adult literacy rate, population 15+ years, both sexes (%)",Lesotho,2000,86.25
"Adult literacy rate, population 15+ years, both sexes (%)",Lesotho,2009,75.80
"Adult literacy rate, population 15+ years, both sexes (%)",Lesotho,2015,79.36
"Elderly literacy rate, population 65+ years, both sexes (%)",Aruba,2000,88.71
"Elderly literacy rate, population 65+ years, both sexes (%)",Aruba,2010,88.86
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,1999,89.76
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2000,89.76
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2001,89.76
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2002,89.76
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2003,89.76
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2004,89.76
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2005,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2006,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2007,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2008,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2009,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2010,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2011,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2012,92.41
"Adult literacy rate, population 15+ years, both sexes (%)",Latin America and the Caribbean,2015,93.50
"Adult literacy rate, population 15+ years, both sexes (%)",Republic of Moldova,2000,96.65
"Adult literacy rate, population 15+ years, both sexes (%)",Republic of Moldova,2012,99.07
"Adult literacy rate, population 15+ years, both sexes (%)",Republic of Moldova,2015,99.36
"Youth literacy rate, population 15-24 years, male (%)",Arab States,1999,88.53
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2000,88.53
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2001,88.53
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2002,88.53
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2003,88.53
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2004,88.53
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2005,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2006,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2007,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2008,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2009,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2010,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2011,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2012,92.78
"Youth literacy rate, population 15-24 years, male (%)",Arab States,2015,93.50
"Adult literacy rate, population 15+ years, both sexes (%)",Zambia,1999,68.00
